pt1_cam1_U,pt1_cam1_V,pt2_cam1_U,pt2_cam1_V,pt3_cam1_U,pt3_cam1_V
NaN,NaN,NaN,NaN,687.980000,651.110000
NaN,NaN,NaN,NaN,688.030000,651.150000
NaN,NaN,NaN,NaN,688.040000,651.180000
NaN,NaN,NaN,NaN,688.050000,651.210000
NaN,NaN,NaN,NaN,688.050000,651.220000
NaN,NaN,NaN,NaN,688.060000,651.250000
NaN,NaN,NaN,NaN,688.060000,651.270000
NaN,NaN,NaN,NaN,688.110000,651.300000
NaN,NaN,NaN,NaN,688.100000,651.290000
NaN,NaN,NaN,NaN,688.110000,651.300000
NaN,NaN,NaN,NaN,688.110000,651.310000
NaN,NaN,NaN,NaN,688.110000,651.320000
NaN,NaN,NaN,NaN,688.130000,651.330000
NaN,NaN,NaN,NaN,688.140000,651.340000
NaN,NaN,NaN,NaN,688.150000,651.360000
NaN,NaN,NaN,NaN,688.160000,651.360000
NaN,NaN,NaN,NaN,688.170000,651.350000
NaN,NaN,NaN,NaN,688.170000,651.370000
NaN,NaN,NaN,NaN,688.170000,651.360000
NaN,NaN,NaN,NaN,688.200000,651.340000
NaN,NaN,NaN,NaN,688.200000,651.350000
NaN,NaN,NaN,NaN,688.210000,651.340000
NaN,NaN,NaN,NaN,688.230000,651.320000
NaN,NaN,NaN,NaN,688.220000,651.310000
NaN,NaN,NaN,NaN,688.240000,651.320000
NaN,NaN,NaN,NaN,688.240000,651.310000
NaN,NaN,NaN,NaN,688.250000,651.310000
NaN,NaN,NaN,NaN,688.260000,651.300000
NaN,NaN,NaN,NaN,688.260000,651.330000
NaN,NaN,NaN,NaN,688.310000,651.320000
NaN,NaN,NaN,NaN,688.300000,651.340000
NaN,NaN,NaN,NaN,688.320000,651.370000
NaN,NaN,NaN,NaN,688.320000,651.400000
NaN,NaN,NaN,NaN,688.330000,651.410000
NaN,NaN,NaN,NaN,688.390000,651.430000
NaN,NaN,NaN,NaN,688.410000,651.450000
NaN,NaN,NaN,NaN,688.410000,651.450000
NaN,NaN,NaN,NaN,688.460000,651.530000
NaN,NaN,NaN,NaN,688.480000,651.700000
NaN,NaN,NaN,NaN,689.030000,651.690000
NaN,NaN,NaN,NaN,689.030000,651.680000
NaN,NaN,NaN,NaN,689.050000,651.660000
NaN,NaN,NaN,NaN,689.050000,651.660000
NaN,NaN,NaN,NaN,689.040000,651.650000
NaN,NaN,NaN,NaN,689.060000,651.650000
NaN,NaN,NaN,NaN,689.050000,651.640000
NaN,NaN,NaN,NaN,689.060000,651.630000
NaN,NaN,NaN,NaN,689.060000,651.630000
NaN,NaN,NaN,NaN,689.070000,651.630000
NaN,NaN,NaN,NaN,689.070000,651.630000
NaN,NaN,NaN,NaN,689.080000,651.630000
NaN,NaN,NaN,NaN,689.080000,651.630000
NaN,NaN,NaN,NaN,689.080000,651.660000
NaN,NaN,NaN,NaN,689.080000,651.660000
NaN,NaN,NaN,NaN,689.080000,651.650000
NaN,NaN,NaN,NaN,689.090000,651.660000
NaN,NaN,NaN,NaN,689.080000,651.660000
NaN,NaN,NaN,NaN,689.080000,651.670000
NaN,NaN,NaN,NaN,689.090000,651.660000
NaN,NaN,NaN,NaN,689.100000,651.680000
NaN,NaN,NaN,NaN,689.110000,651.690000
NaN,NaN,NaN,NaN,689.120000,651.690000
NaN,NaN,NaN,NaN,689.130000,651.700000
NaN,NaN,NaN,NaN,689.130000,651.700000
NaN,NaN,NaN,NaN,689.140000,651.730000
NaN,NaN,NaN,NaN,689.160000,651.730000
NaN,NaN,NaN,NaN,689.170000,651.750000
NaN,NaN,NaN,NaN,689.220000,651.770000
NaN,NaN,NaN,NaN,689.220000,651.780000
NaN,NaN,NaN,NaN,689.230000,651.770000
NaN,NaN,NaN,NaN,689.250000,651.800000
NaN,NaN,NaN,NaN,689.270000,651.820000
NaN,NaN,NaN,NaN,689.270000,651.820000
NaN,NaN,NaN,NaN,689.300000,651.830000
NaN,NaN,NaN,NaN,689.320000,651.830000
NaN,NaN,NaN,NaN,689.320000,651.850000
NaN,NaN,NaN,NaN,689.330000,651.880000
NaN,NaN,NaN,NaN,689.350000,651.890000
NaN,NaN,NaN,NaN,689.380000,651.910000
NaN,NaN,NaN,NaN,689.410000,651.920000
NaN,NaN,NaN,NaN,689.410000,651.920000
NaN,NaN,NaN,NaN,689.430000,651.950000
NaN,NaN,NaN,NaN,689.440000,651.980000
NaN,NaN,NaN,NaN,689.430000,651.980000
NaN,NaN,NaN,NaN,689.450000,652.000000
NaN,NaN,NaN,NaN,689.450000,652.000000
NaN,NaN,NaN,NaN,689.490000,652.010000
NaN,NaN,NaN,NaN,690.020000,652.010000
NaN,NaN,NaN,NaN,690.030000,652.000000
NaN,NaN,NaN,NaN,690.040000,652.000000
NaN,NaN,NaN,NaN,690.040000,652.030000
NaN,NaN,NaN,NaN,690.050000,652.030000
NaN,NaN,NaN,NaN,690.060000,652.040000
NaN,NaN,NaN,NaN,690.060000,652.040000
NaN,NaN,NaN,NaN,690.050000,652.040000
NaN,NaN,NaN,NaN,690.070000,652.060000
NaN,NaN,NaN,NaN,690.080000,652.050000
NaN,NaN,NaN,NaN,690.070000,652.060000
NaN,NaN,NaN,NaN,690.070000,652.060000
NaN,NaN,NaN,NaN,690.080000,652.070000
NaN,NaN,NaN,NaN,690.080000,652.070000
NaN,NaN,NaN,NaN,690.080000,652.070000
NaN,NaN,NaN,NaN,690.090000,652.080000
NaN,NaN,NaN,NaN,690.110000,652.090000
NaN,NaN,NaN,NaN,690.120000,652.090000
NaN,NaN,NaN,NaN,690.120000,652.080000
NaN,NaN,NaN,NaN,690.130000,652.090000
